tick,t_ms,joint,q,dq,q_traj,dq_traj,q_des,target,target_raw,q_env_lo,q_env_hi,lead,lead_sat,settle_error,phase,friction_mode,tau_p,tau_g,tau_f,tau_d,tau_ff_cmd,tau_meas,dq_mit,kp,kd,joint_stuck,planner_frozen
580,2900,right_shoulder_pitch,1.254068,-0.191680,1.291495,-0.500000,1.291495,0.000000,0.000000,-0.866111,3.141593,0.037427,0,-1.254068,Cruise,traj_vel,0.299419,2.349155,-0.150000,-0.598810,1.600345,1.765190,-0.500000,8.000,2.000,0,0
581,2905,right_shoulder_pitch,1.251383,-0.167837,1.288995,-0.500000,1.288995,0.000000,0.000000,-0.866111,3.141593,0.037612,0,-1.251383,Cruise,traj_vel,0.300895,2.347080,-0.150000,-0.615189,1.581891,1.875057,-0.500000,8.000,2.000,0,0
582,2910,right_shoulder_pitch,1.249082,-0.143749,1.286495,-0.500000,1.286495,0.000000,0.000000,-0.866111,3.141593,0.037413,0,-1.249082,Cruise,traj_vel,0.299303,2.345287,-0.150000,-0.639518,1.555770,1.743218,-0.500000,8.000,2.000,0,0
583,2915,right_shoulder_pitch,1.247548,-0.095887,1.283995,-0.500000,1.283995,0.000000,0.000000,-0.866111,3.141593,0.036447,0,-1.247548,Cruise,traj_vel,0.291575,2.344086,-0.150000,-0.681695,1.512391,1.770684,-0.500000,8.000,2.000,0,0
584,2920,right_shoulder_pitch,1.246781,-0.047946,1.281495,-0.500000,1.281495,0.000000,0.000000,-0.866111,3.141593,0.034714,0,-1.246781,Cruise,traj_vel,0.277711,2.343483,-0.150000,-0.737298,1.456185,1.770684,-0.500000,8.000,2.000,0,0
585,2925,right_shoulder_pitch,1.246014,-0.047926,1.278995,-0.500000,1.278995,0.000000,0.000000,-0.866111,3.141593,0.032981,0,-1.246014,Cruise,traj_vel,0.263847,2.342878,-0.150000,-0.779010,1.413868,1.741387,-0.500000,8.000,2.000,0,0
586,2930,right_shoulder_pitch,1.246014,0.000000,1.276495,-0.500000,1.276495,0.000000,0.000000,-0.866111,3.141593,0.030481,0,-1.246014,Cruise,traj_vel,0.243847,2.342878,-0.150000,-0.834258,1.358620,1.677296,0.000000,8.000,2.000,0,0
587,2935,right_shoulder_pitch,1.246014,0.000000,1.273995,-0.500000,1.246014,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.246014,Cruise,traj_vel,0.000000,2.342878,-0.150000,-0.875693,1.317185,1.679127,0.000000,8.000,2.000,0,0
588,2940,right_shoulder_pitch,1.246014,0.000000,1.271495,-0.500000,1.246014,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.246014,Cruise,traj_vel,0.000000,2.342878,-0.150000,-0.906770,1.286108,1.633351,0.000000,8.000,2.000,0,0
589,2945,right_shoulder_pitch,1.246014,0.000000,1.268995,-0.500000,1.246014,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.246014,Cruise,traj_vel,0.000000,2.342878,-0.150000,-0.930077,1.262801,1.395307,0.000000,8.000,2.000,0,0
590,2950,right_shoulder_pitch,1.245631,-0.023965,1.266495,-0.500000,1.245631,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.245631,Cruise,traj_vel,0.000000,2.342575,-0.150000,-0.935576,1.257000,1.380658,-0.500000,8.000,2.000,0,0
591,2955,right_shoulder_pitch,1.245247,-0.023977,1.263995,-0.500000,1.245247,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.245247,Cruise,traj_vel,0.000000,2.342272,-0.150000,-0.939694,1.252579,1.333047,-0.500000,8.000,2.000,0,0
592,2960,right_shoulder_pitch,1.244097,-0.071892,1.261495,-0.500000,1.244097,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.244097,Cruise,traj_vel,0.000000,2.341361,-0.150000,-0.918824,1.272537,1.254312,-0.500000,8.000,2.000,0,0
593,2965,right_shoulder_pitch,1.243330,-0.047939,1.258995,-0.500000,1.243330,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.243330,Cruise,traj_vel,0.000000,2.340752,-0.150000,-0.915149,1.275603,1.265298,-0.500000,8.000,2.000,0,0
594,2970,right_shoulder_pitch,1.242946,-0.023973,1.256495,-0.500000,1.242946,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.242946,Cruise,traj_vel,0.000000,2.340447,-0.150000,-0.924375,1.266072,1.316568,-0.500000,8.000,2.000,0,0
595,2975,right_shoulder_pitch,1.242179,-0.047926,1.253995,-0.500000,1.242179,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.242179,Cruise,traj_vel,0.000000,2.339836,-0.150000,-0.919318,1.270517,1.296426,-0.500000,8.000,2.000,0,0
596,2980,right_shoulder_pitch,1.241796,-0.023977,1.251495,-0.500000,1.241796,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.241796,Cruise,traj_vel,0.000000,2.339530,-0.150000,-0.927500,1.262029,1.250650,-0.500000,8.000,2.000,0,0
597,2985,right_shoulder_pitch,1.241029,-0.047922,1.248995,-0.500000,1.241029,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.241029,Cruise,traj_vel,0.000000,2.338916,-0.150000,-0.921664,1.267252,1.267129,-0.500000,8.000,2.000,0,0
598,2990,right_shoulder_pitch,1.241029,0.000000,1.246495,-0.500000,1.241029,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.241029,Cruise,traj_vel,0.000000,2.338916,-0.150000,-0.941248,1.247668,1.263467,0.000000,8.000,2.000,0,0
599,2995,right_shoulder_pitch,1.240645,-0.023973,1.243995,-0.500000,1.240645,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.240645,Cruise,traj_vel,0.000000,2.338609,-0.150000,-0.943950,1.244659,1.281778,-0.500000,8.000,2.000,0,0
600,3000,right_shoulder_pitch,1.240645,0.000000,1.241495,-0.500000,1.240645,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.240645,Cruise,traj_vel,0.000000,2.338609,-0.150000,-0.957962,1.230647,1.265298,0.000000,8.000,2.000,0,0
601,3005,right_shoulder_pitch,1.240262,-0.023977,1.238995,-0.500000,1.238995,0.000000,0.000000,-0.866111,3.141593,-0.001267,0,-1.240262,Cruise,traj_vel,-0.010134,2.338302,-0.150000,-0.956483,1.231818,1.305581,-0.500000,8.000,2.000,0,0
602,3010,right_shoulder_pitch,1.239110,-0.071925,1.236495,-0.500000,1.236495,0.000000,0.000000,-0.866111,3.141593,-0.002616,0,-1.239110,Cruise,traj_vel,-0.020924,2.337376,-0.150000,-0.931400,1.255977,1.301919,-0.500000,8.000,2.000,0,0
603,3015,right_shoulder_pitch,1.238343,-0.047950,1.233995,-0.500000,1.233995,0.000000,0.000000,-0.866111,3.141593,-0.004349,0,-1.238343,Cruise,traj_vel,-0.034788,2.336758,-0.150000,-0.924575,1.262183,1.333047,-0.500000,8.000,2.000,0,0
604,3020,right_shoulder_pitch,1.236809,-0.095882,1.231495,-0.500000,1.231495,0.000000,0.000000,-0.866111,3.141593,-0.005315,0,-1.236809,Cruise,traj_vel,-0.042516,2.335518,-0.150000,-0.895490,1.290028,1.351361,-0.500000,8.000,2.000,0,0
605,3025,right_shoulder_pitch,1.234892,-0.119817,1.228995,-0.500000,1.228995,0.000000,0.000000,-0.866111,3.141593,-0.005897,0,-1.234892,Cruise,traj_vel,-0.047176,2.333960,-0.150000,-0.861709,1.322250,1.400800,-0.500000,8.000,2.000,0,0
606,3030,right_shoulder_pitch,1.232208,-0.167810,1.226495,-0.500000,1.226495,0.000000,0.000000,-0.866111,3.141593,-0.005713,0,-1.232208,Cruise,traj_vel,-0.045701,2.331764,-0.150000,-0.812377,1.369387,1.545457,-0.500000,8.000,2.000,0,0
607,3035,right_shoulder_pitch,1.227989,-0.263583,1.223995,-0.500000,1.223995,0.000000,0.000000,-0.866111,3.141593,-0.003994,0,-1.227989,Cruise,traj_vel,-0.031953,2.328279,-0.150000,-0.727491,1.450788,1.507004,-0.500000,8.000,2.000,0,0
608,3040,right_shoulder_pitch,1.223771,-0.263645,1.221495,-0.500000,1.221495,0.000000,0.000000,-0.866111,3.141593,-0.002276,0,-1.223771,Cruise,traj_vel,-0.018205,2.324753,-0.150000,-0.663796,1.510957,1.492356,-0.500000,8.000,2.000,0,0
609,3045,right_shoulder_pitch,1.218402,-0.335623,1.218995,-0.500000,1.218402,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.218402,Cruise,traj_vel,0.000000,2.320206,-0.150000,-0.580036,1.590170,1.437421,-0.500000,8.000,2.000,0,0
610,3050,right_shoulder_pitch,1.212649,-0.359528,1.216495,-0.500000,1.212649,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.212649,Cruise,traj_vel,0.000000,2.315258,-0.150000,-0.505263,1.659996,1.512498,-0.500000,8.000,2.000,0,0
611,3055,right_shoulder_pitch,1.206513,-0.383553,1.213995,-0.500000,1.206513,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.206513,Cruise,traj_vel,0.000000,2.309897,-0.150000,-0.437171,1.722727,1.611378,-0.500000,8.000,2.000,0,0
612,3060,right_shoulder_pitch,1.200760,-0.359253,1.211495,-0.500000,1.200760,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.200760,Cruise,traj_vel,0.000000,2.304793,-0.150000,-0.398251,1.756541,1.869564,-0.500000,8.000,2.000,0,0
613,3065,right_shoulder_pitch,1.194624,-0.383699,1.208995,-0.500000,1.194624,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.194624,Cruise,traj_vel,0.000000,2.299264,-0.150000,-0.356839,1.792425,1.832943,-0.500000,8.000,2.000,0,0
614,3070,right_shoulder_pitch,1.188871,-0.359647,1.206495,-0.500000,1.188871,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.188871,Cruise,traj_vel,0.000000,2.294001,-0.150000,-0.337805,1.806195,1.831112,-0.500000,8.000,2.000,0,0
615,3075,right_shoulder_pitch,1.183119,-0.359019,1.203995,-0.500000,1.183119,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.183119,Cruise,traj_vel,0.000000,2.288663,-0.150000,-0.323845,1.814818,1.574754,-0.500000,8.000,2.000,0,0
616,3080,right_shoulder_pitch,1.177750,-0.335096,1.201495,-0.500000,1.177750,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.177750,Cruise,traj_vel,0.000000,2.283612,-0.150000,-0.325335,1.808277,1.609547,-0.500000,8.000,2.000,0,0
617,3085,right_shoulder_pitch,1.173531,-0.211120,1.198995,-0.500000,1.173531,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.173531,Cruise,traj_vel,0.000000,2.279598,-0.150000,-0.388442,1.741156,1.756035,-0.500000,8.000,2.000,0,0
618,3090,right_shoulder_pitch,1.168162,-0.335937,1.196495,-0.500000,1.168162,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.168162,Cruise,traj_vel,0.000000,2.274430,-0.150000,-0.373363,1.751067,1.931820,-0.500000,8.000,2.000,0,0
619,3095,right_shoulder_pitch,1.164710,-0.215782,1.193995,-0.500000,1.164710,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.164710,Cruise,traj_vel,0.000000,2.271072,-0.150000,-0.422131,1.698941,1.761528,-0.500000,8.000,2.000,0,0
620,3100,right_shoulder_pitch,1.161642,-0.191818,1.191495,-0.500000,1.161642,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.161642,Cruise,traj_vel,0.000000,2.268065,-0.150000,-0.470689,1.647376,1.814629,-0.500000,8.000,2.000,0,0
621,3105,right_shoulder_pitch,1.158574,-0.191750,1.188995,-0.500000,1.188995,0.000000,0.000000,-0.866111,3.141593,0.030421,0,-1.158574,Cruise,traj_vel,0.243366,2.265037,-0.150000,-0.507142,1.607896,1.756035,-0.500000,8.000,2.000,0,0
622,3110,right_shoulder_pitch,1.155506,-0.191711,1.186495,-0.500000,1.186495,0.000000,0.000000,-0.866111,3.141593,0.030989,0,-1.155506,Cruise,traj_vel,0.247910,2.261988,-0.150000,-0.534501,1.577487,1.821957,-0.500000,8.000,2.000,0,0
623,3115,right_shoulder_pitch,1.151671,-0.239777,1.183995,-0.500000,1.183995,0.000000,0.000000,-0.866111,3.141593,0.032324,0,-1.151671,Cruise,traj_vel,0.258589,2.258147,-0.150000,-0.530987,1.577159,1.818295,-0.500000,8.000,2.000,0,0
624,3120,right_shoulder_pitch,1.148220,-0.215632,1.181495,-0.500000,1.181495,0.000000,0.000000,-0.866111,3.141593,0.033275,0,-1.148220,Cruise,traj_vel,0.266201,2.254661,-0.150000,-0.540424,1.564236,1.680958,-0.500000,8.000,2.000,0,0
625,3125,right_shoulder_pitch,1.145152,-0.191797,1.178995,-0.500000,1.178995,0.000000,0.000000,-0.866111,3.141593,0.033843,0,-1.145152,Cruise,traj_vel,0.270745,2.251540,-0.150000,-0.559420,1.542120,1.658986,-0.500000,8.000,2.000,0,0
626,3130,right_shoulder_pitch,1.142467,-0.167694,1.176495,-0.500000,1.176495,0.000000,0.000000,-0.866111,3.141593,0.034028,0,-1.142467,Cruise,traj_vel,0.272221,2.248791,-0.150000,-0.585718,1.513074,1.761528,-0.500000,8.000,2.000,0,0
627,3135,right_shoulder_pitch,1.140166,-0.143920,1.173995,-0.500000,1.173995,0.000000,0.000000,-0.866111,3.141593,0.033829,0,-1.140166,Cruise,traj_vel,0.270634,2.246422,-0.150000,-0.617329,1.479094,1.635182,-0.500000,8.000,2.000,0,0
628,3140,right_shoulder_pitch,1.139399,-0.047948,1.171495,-0.500000,1.171495,0.000000,0.000000,-0.866111,3.141593,0.032096,0,-1.139399,Cruise,traj_vel,0.256770,2.245630,-0.150000,-0.689022,1.406608,1.569260,-0.500000,8.000,2.000,0,0
629,3145,right_shoulder_pitch,1.139782,0.023962,1.168995,-0.500000,1.139782,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.139782,Cruise,traj_vel,0.000000,2.246026,-0.150000,-0.778748,1.317279,1.572922,-0.500000,8.000,2.000,0,0
630,3150,right_shoulder_pitch,1.140166,0.023969,1.166495,-0.500000,1.140166,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.140166,Cruise,traj_vel,0.000000,2.246422,-0.150000,-0.846045,1.250377,1.583912,-0.500000,8.000,2.000,0,0
631,3155,right_shoulder_pitch,1.140166,0.000000,1.163995,-0.500000,1.140166,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.140166,Cruise,traj_vel,0.000000,2.246422,-0.150000,-0.884534,1.211888,1.366010,0.000000,8.000,2.000,0,0
632,3160,right_shoulder_pitch,1.140933,0.047924,1.161495,-0.500000,1.140933,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.140933,Cruise,traj_vel,0.000000,2.247213,-0.150000,-0.937363,1.159850,1.305581,-0.500000,8.000,2.000,0,0
633,3165,right_shoulder_pitch,1.140549,-0.023973,1.158995,-0.500000,1.140549,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.140549,Cruise,traj_vel,0.000000,2.246818,-0.150000,-0.941036,1.155782,1.234170,-0.500000,8.000,2.000,0,0
634,3170,right_shoulder_pitch,1.140166,-0.023971,1.156495,-0.500000,1.140166,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.140166,Cruise,traj_vel,0.000000,2.246422,-0.150000,-0.943791,1.152631,1.236001,-0.500000,8.000,2.000,0,0
635,3175,right_shoulder_pitch,1.139399,-0.047931,1.153995,-0.500000,1.139399,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.139399,Cruise,traj_vel,0.000000,2.245630,-0.150000,-0.933878,1.161752,1.124303,-0.500000,8.000,2.000,0,0
636,3180,right_shoulder_pitch,1.138632,-0.047938,1.151495,-0.500000,1.138632,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.138632,Cruise,traj_vel,0.000000,2.244836,-0.150000,-0.926439,1.168397,1.162755,-0.500000,8.000,2.000,0,0
637,3185,right_shoulder_pitch,1.138248,-0.023964,1.148995,-0.500000,1.138248,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.138248,Cruise,traj_vel,0.000000,2.244439,-0.150000,-0.932848,1.161592,1.093172,-0.500000,8.000,2.000,0,0
638,3190,right_shoulder_pitch,1.138632,0.023971,1.146495,-0.500000,1.138632,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.138632,Cruise,traj_vel,0.000000,2.244836,-0.150000,-0.961621,1.133215,1.173742,-0.500000,8.000,2.000,0,0
639,3195,right_shoulder_pitch,1.138632,0.000000,1.143995,-0.500000,1.138632,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.138632,Cruise,traj_vel,0.000000,2.244836,-0.150000,-0.971216,1.123620,1.135290,0.000000,8.000,2.000,0,0
640,3200,right_shoulder_pitch,1.139015,0.023970,1.141495,-0.500000,1.139015,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.139015,Cruise,traj_vel,0.000000,2.245233,-0.150000,-0.990397,1.104836,1.129797,-0.500000,8.000,2.000,0,0
641,3205,right_shoulder_pitch,1.138632,-0.023971,1.138995,-0.500000,1.138632,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.138632,Cruise,traj_vel,0.000000,2.244836,-0.150000,-0.980812,1.114024,1.113317,-0.500000,8.000,2.000,0,0
642,3210,right_shoulder_pitch,1.139015,0.023960,1.136495,-0.500000,1.136495,0.000000,0.000000,-0.866111,3.141593,-0.002520,0,-1.139015,Cruise,traj_vel,-0.020162,2.245233,-0.150000,-0.997589,1.097644,1.144445,-0.500000,8.000,2.000,0,0
643,3215,right_shoulder_pitch,1.138632,-0.023977,1.133995,-0.500000,1.133995,0.000000,0.000000,-0.866111,3.141593,-0.004637,0,-1.138632,Cruise,traj_vel,-0.037094,2.244836,-0.150000,-0.986203,1.108633,1.140783,-0.500000,8.000,2.000,0,0
644,3220,right_shoulder_pitch,1.138632,0.000000,1.131495,-0.500000,1.131495,0.000000,0.000000,-0.866111,3.141593,-0.007137,0,-1.138632,Cruise,traj_vel,-0.057094,2.244836,-0.150000,-0.989652,1.105184,1.069368,0.000000,8.000,2.000,0,0
645,3225,right_shoulder_pitch,1.138632,0.000000,1.128995,-0.500000,1.128995,0.000000,0.000000,-0.866111,3.141593,-0.009637,0,-1.138632,Cruise,traj_vel,-0.077094,2.244836,-0.150000,-0.992239,1.102597,1.060213,0.000000,8.000,2.000,0,0
646,3230,right_shoulder_pitch,1.138632,0.000000,1.126495,-0.500000,1.126495,0.000000,0.000000,-0.866111,3.141593,-0.012137,0,-1.138632,Cruise,traj_vel,-0.097094,2.244836,-0.150000,-0.994179,1.100657,1.051058,0.000000,8.000,2.000,0,0
647,3235,right_shoulder_pitch,1.138632,0.000000,1.123995,-0.500000,1.123995,0.000000,0.000000,-0.866111,3.141593,-0.014637,0,-1.138632,Cruise,traj_vel,-0.117094,2.244836,-0.150000,-0.995635,1.099202,1.045564,0.000000,8.000,2.000,0,0
648,3240,right_shoulder_pitch,1.138632,0.000000,1.121495,-0.500000,1.121495,0.000000,0.000000,-0.866111,3.141593,-0.017137,0,-1.138632,Cruise,traj_vel,-0.137094,2.244836,-0.150000,-0.996726,1.098110,1.019930,0.000000,8.000,2.000,0,0
649,3245,right_shoulder_pitch,1.138632,0.000000,1.118995,-0.500000,1.118995,0.000000,0.000000,-0.866111,3.141593,-0.019637,0,-1.138632,Cruise,traj_vel,-0.157094,2.244836,-0.150000,-0.997544,1.097292,0.970488,0.000000,8.000,2.000,0,0
650,3250,right_shoulder_pitch,1.138248,-0.023970,1.116495,-0.500000,1.116495,0.000000,0.000000,-0.866111,3.141593,-0.021753,0,-1.138248,Cruise,traj_vel,-0.174026,2.244439,-0.150000,-0.986173,1.108266,0.983305,-0.500000,8.000,2.000,0,0
651,3255,right_shoulder_pitch,1.138248,0.000000,1.113995,-0.500000,1.113995,0.000000,0.000000,-0.866111,3.141593,-0.024253,0,-1.138248,Cruise,traj_vel,-0.194026,2.244439,-0.150000,-0.989630,1.104809,0.988798,0.000000,8.000,2.000,0,0
652,3260,right_shoulder_pitch,1.137865,-0.023957,1.111495,-0.500000,1.111495,0.000000,0.000000,-0.866111,3.141593,-0.026370,0,-1.137865,Cruise,traj_vel,-0.210958,2.244042,-0.150000,-0.980244,1.113797,0.954008,-0.500000,8.000,2.000,0,0
653,3265,right_shoulder_pitch,1.137865,0.000000,1.108995,-0.500000,1.108995,0.000000,0.000000,-0.866111,3.141593,-0.028870,0,-1.137865,Cruise,traj_vel,-0.230958,2.244042,-0.150000,-0.985183,1.108858,0.900908,0.000000,8.000,2.000,0,0
654,3270,right_shoulder_pitch,1.137865,0.000000,1.106495,-0.500000,1.106495,0.000000,0.000000,-0.866111,3.141593,-0.031370,0,-1.137865,Cruise,traj_vel,-0.250958,2.244042,-0.150000,-0.988887,1.105154,0.932035,0.000000,8.000,2.000,0,0
655,3275,right_shoulder_pitch,1.137481,-0.023982,1.103995,-0.500000,1.103995,0.000000,0.000000,-0.866111,3.141593,-0.033486,0,-1.137481,Cruise,traj_vel,-0.267890,2.243644,-0.150000,-0.979675,1.113969,0.922880,-0.500000,8.000,2.000,0,0
656,3280,right_shoulder_pitch,1.137098,-0.023971,1.101495,-0.500000,1.101495,0.000000,0.000000,-0.866111,3.141593,-0.035603,0,-1.137098,Cruise,traj_vel,-0.284822,2.243245,-0.150000,-0.972771,1.120475,0.867945,-0.500000,8.000,2.000,0,0
657,3285,right_shoulder_pitch,1.136331,-0.047914,1.098995,-0.500000,1.098995,0.000000,0.000000,-0.866111,3.141593,-0.037336,0,-1.136331,Cruise,traj_vel,-0.298686,2.242448,-0.150000,-0.955621,1.136827,0.893583,-0.500000,8.000,2.000,0,0
658,3290,right_shoulder_pitch,1.135180,-0.071940,1.096495,-0.500000,1.096495,0.000000,0.000000,-0.866111,3.141593,-0.038685,0,-1.135180,Cruise,traj_vel,-0.309482,2.241249,-0.150000,-0.930746,1.160504,0.981474,-0.500000,8.000,2.000,0,0
659,3295,right_shoulder_pitch,1.132879,-0.143759,1.093995,-0.500000,1.093995,0.000000,0.000000,-0.866111,3.141593,-0.038884,0,-1.132879,Cruise,traj_vel,-0.311074,2.238843,-0.150000,-0.876180,1.212663,1.113317,-0.500000,8.000,2.000,0,0
660,3300,right_shoulder_pitch,1.129811,-0.191802,1.091495,-0.500000,1.091495,0.000000,0.000000,-0.866111,3.141593,-0.038316,0,-1.129811,Cruise,traj_vel,-0.306531,2.235616,-0.150000,-0.811234,1.274383,1.259805,-0.500000,8.000,2.000,0,0
661,3305,right_shoulder_pitch,1.124826,-0.311609,1.088995,-0.500000,1.088995,0.000000,0.000000,-0.866111,3.141593,-0.035831,0,-1.124826,Cruise,traj_vel,-0.286648,2.230328,-0.150000,-0.702621,1.377707,1.320230,-0.500000,8.000,2.000,0,0
662,3310,right_shoulder_pitch,1.119074,-0.359328,1.086495,-0.500000,1.086495,0.000000,0.000000,-0.866111,3.141593,-0.032579,0,-1.119074,Cruise,traj_vel,-0.260628,2.224157,-0.150000,-0.597302,1.476856,1.014436,-0.500000,8.000,2.000,0,0
663,3315,right_shoulder_pitch,1.112170,-0.431698,1.083995,-0.500000,1.083995,0.000000,0.000000,-0.866111,3.141593,-0.028175,0,-1.112170,Cruise,traj_vel,-0.225399,2.216655,-0.150000,-0.482127,1.584528,1.355023,-0.500000,8.000,2.000,0,0
664,3320,right_shoulder_pitch,1.103349,-0.551092,1.081495,-0.500000,1.081495,0.000000,0.000000,-0.866111,3.141593,-0.021854,0,-1.103349,Cruise,traj_vel,-0.174836,2.206915,0.000000,-0.336049,1.870866,1.078523,-0.500000,8.000,2.000,0,0
665,3325,right_shoulder_pitch,1.096063,-0.455514,1.078995,-0.500000,1.078995,0.000000,0.000000,-0.866111,3.141593,-0.017068,0,-1.096063,Cruise,traj_vel,-0.136544,2.198740,-0.150000,-0.274280,1.774460,1.642506,-0.500000,8.000,2.000,0,0
666,3330,right_shoulder_pitch,1.087242,-0.551405,1.076495,-0.500000,1.076495,0.000000,0.000000,-0.866111,3.141593,-0.010747,0,-1.087242,Cruise,traj_vel,-0.085975,2.188686,0.000000,-0.180008,2.008679,2.142398,-0.500000,8.000,2.000,0,0
667,3335,right_shoulder_pitch,1.079188,-0.503144,1.073995,-0.500000,1.073995,0.000000,0.000000,-0.866111,3.141593,-0.005194,0,-1.079188,Cruise,traj_vel,-0.041548,2.179359,-0.150000,-0.133434,1.895926,1.344033,-0.500000,8.000,2.000,0,0
668,3340,right_shoulder_pitch,1.072286,-0.431590,1.071495,-0.500000,1.071495,0.000000,0.000000,-0.866111,3.141593,-0.000791,0,-1.072286,Cruise,traj_vel,-0.006325,2.171252,-0.150000,-0.134280,1.886972,1.715752,-0.500000,8.000,2.000,0,0
669,3345,right_shoulder_pitch,1.065765,-0.407349,1.068995,-0.500000,1.065765,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.065765,Cruise,traj_vel,0.000000,2.163499,-0.150000,-0.147036,1.866464,1.834774,-0.500000,8.000,2.000,0,0
670,3350,right_shoulder_pitch,1.059629,-0.383597,1.066495,-0.500000,1.059629,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.059629,Cruise,traj_vel,0.000000,2.156119,-0.150000,-0.168478,1.837641,1.979431,-0.500000,8.000,2.000,0,0
671,3355,right_shoulder_pitch,1.053493,-0.383552,1.063995,-0.500000,1.053493,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.053493,Cruise,traj_vel,0.000000,2.148658,-0.150000,-0.184583,1.814076,2.061832,-0.500000,8.000,2.000,0,0
672,3360,right_shoulder_pitch,1.048508,-0.311475,1.061495,-0.500000,1.048508,0.000000,0.000000,-0.866111,3.141593,0.000000,0,-1.048508,Cruise,traj_vel,0.000000,2.142537,-0.150000,-0.232699,1.759837,1.680958,-0.500000,8.000,2.000,0,0
